Dia,ID,Fila,Columna,Susceptibles,Expuestos,Infectados,Recuperados,Fallecidos,Vacunados
19,4,3,4,8,7,11,3,0,1
19,4,3,5,7,3,10,0,0,0
19,3,4,0,5,3,7,0,0,0
19,3,4,1,633,194,24,112,14,523
19,3,4,2,11,7,13,3,0,1
19,4,4,3,5,7,8,0,0,0
19,4,4,4,5,2,8,0,0,0
19,0,4,5,0,0,0,0,0,0
19,3,5,0,8,5,11,1,0,0
19,3,5,1,15,4,8,0,0,3
19,3,5,2,5,0,5,0,0,0
19,2,5,3,191688,55192,6448,32893,6110,140113
19,0,5,4,0,0,0,0,0,0
19,0,5,5,0,0,0,0,0,0
20,1,0,0,124499,41273,2755,24475,4530,112593
20,1,0,1,6,0,4,0,0,0
20,1,0,2,10,5,11,3,0,1
20,0,0,3,0,0,0,0,0,0
20,2,0,4,6,6,8,0,0,0
20,2,0,5,7,3,10,0,0,0
20,1,1,0,17,9,11,0,0,3
20,1,1,1,6,0,4,0,0,0
20,1,1,2,8,11,11,4,0,1
20,0,1,3,0,0,0,0,0,0
20,2,1,4,6,1,8,0,0,0
20,2,1,5,6,10,8,0,0,1
20,3,2,0,11,9,11,2,0,2
20,1,2,1,10,1,9,0,0,0
20,0,2,2,0,0,0,0,0,0
20,4,2,3,8,7,11,3,0,1
20,4,2,4,5,0,5,0,0,0
20,4,2,5,6,6,8,0,0,0
20,3,3,0,8,5,10,1,0,1
20,3,3,1,5,2,8,0,0,0
20,4,3,2,16,12,7,2,0,3
20,4,3,3,224145,67671,7916,40391,7513,164717
20,4,3,4,8,7,11,3,0,1
20,4,3,5,7,3,10,0,0,0
20,3,4,0,5,3,7,0,0,0
20,3,4,1,617,195,22,113,14,539
20,3,4,2,11,7,13,3,0,1
20,4,4,3,5,7,8,0,0,0
20,4,4,4,5,2,8,0,0,0
20,0,4,5,0,0,0,0,0,0
20,3,5,0,8,5,11,1,0,0
20,3,5,1,15,4,8,0,0,3
20,3,5,2,5,0,5,0,0,0
20,2,5,3,186875,55677,5608,33192,6166,144926
20,0,5,4,0,0,0,0,0,0
20,0,5,5,0,0,0,0,0,0
21,1,0,0,118360,41680,2076,24706,4571,118732
21,1,0,1,6,0,4,0,0,0
21,1,0,2,10,5,11,3,0,1
21,0,0,3,0,0,0,0,0,0
21,2,0,4,6,6,8,0,0,0
21,2,0,5,6,4,10,0,0,0
21,1,1,0,17,10,10,0,0,3
21,1,1,1,6,0,4,0,0,0
21,1,1,2,8,11,11,4,0,1
21,0,1,3,0,0,0,0,0,0
21,2,1,4,6,1,8,0,0,0
21,2,1,5,6,10,8,0,0,1
21,3,2,0,11,9,11,2,0,2
21,1,2,1,10,1,9,0,0,0
21,0,2,2,0,0,0,0,0,0
21,4,2,3,7,8,10,4,0,1
21,4,2,4,5,0,5,0,0,0
21,4,2,5,6,6,8,0,0,0
21,3,3,0,8,5,10,1,0,1
21,3,3,1,5,2,8,0,0,0
21,4,3,2,16,12,7,2,0,3
21,4,3,3,221824,67916,7482,40549,7544,167038
21,4,3,4,8,7,11,3,0,1
21,4,3,5,6,4,10,0,0,0
21,3,4,0,5,3,7,0,0,0
21,3,4,1,604,196,21,113,14,552
21,3,4,2,11,7,13,3,0,1
21,4,4,3,5,7,8,0,0,0
21,4,4,4,5,3,7,0,0,0
21,0,4,5,0,0,0,0,0,0
21,3,5,0,7,6,11,1,0,0
21,3,5,1,15,5,7,0,0,3
21,3,5,2,5,0,5,0,0,0
21,2,5,3,184393,55900,5215,33335,6193,147408
21,0,5,4,0,0,0,0,0,0
21,0,5,5,0,0,0,0,0,0
22,1,0,0,117225,41739,1972,24744,4578,119867
22,1,0,1,6,0,4,0,0,0
22,1,0,2,10,5,11,3,0,1
22,0,0,3,0,0,0,0,0,0
22,2,0,4,5,7,8,0,0,0
22,2,0,5,6,4,10,0,0,0
22,1,1,0,17,10,10,0,0,3
22,1,1,1,5,0,5,0,0,0
22,1,1,2,7,12,11,4,0,1
22,0,1,3,0,0,0,0,0,0
22,2,1,4,5,2,8,0,0,0
22,2,1,5,6,10,8,0,0,1
22,3,2,0,11,9,11,2,0,2
22,1,2,1,9,2,9,0,0,0
22,0,2,2,0,0,0,0,0,0
22,4,2,3,7,8,10,4,0,1
22,4,2,4,5,0,5,0,0,0
22,4,2,5,6,6,8,0,0,0
22,3,3,0,8,5,10,1,0,1
22,3,3,1,5,2,8,0,0,0
22,4,3,2,16,12,7,2,0,3
22,4,3,3,215073,68599,6309,40962,7621,173789
22,4,3,4,8,8,10,3,0,1
22,4,3,5,6,5,9,0,0,0
22,3,4,0,5,3,7,0,0,0
22,3,4,1,590,197,20,113,14,566
22,3,4,2,10,8,13,3,0,1
22,4,4,3,5,7,8,0,0,0
22,4,4,4,5,3,7,0,0,0
22,0,4,5,0,0,0,0,0,0
22,3,5,0,7,7,10,1,0,0
22,3,5,1,15,5,7,0,0,3
22,3,5,2,5,0,5,0,0,0
22,2,5,3,177777,56461,4259,33668,6255,154024
22,0,5,4,0,0,0,0,0,0
22,0,5,5,0,0,0,0,0,0
23,1,0,0,115064,41848,1782,24812,4591,122028
23,1,0,1,6,0,4,0,0,0
23,1,0,2,9,6,11,3,0,1
23,0,0,3,0,0,0,0,0,0
23,2,0,4,5,7,8,0,0,0
23,2,0,5,6,5,9,0,0,0
23,1,1,0,17,10,10,0,0,3
23,1,1,1,5,0,5,0,0,0
23,1,1,2,7,13,10,4,0,1
23,0,1,3,0,0,0,0,0,0
23,2,1,4,5,2,8,0,0,0
23,2,1,5,6,11,7,0,0,1
23,3,2,0,11,10,10,2,0,2
23,1,2,1,9,2,9,0,0,0
23,0,2,2,0,0,0,0,0,0
23,4,2,3,7,8,10,4,0,1
23,4,2,4,5,0,5,0,0,0
23,4,2,5,6,6,8,0,0,0
23,3,3,0,8,5,10,1,0,1
23,3,3,1,5,3,7,0,0,0
23,4,3,2,16,12,7,2,0,3
23,4,3,3,213743,68716,6101,41038,7636,175119
23,4,3,4,8,9,9,3,0,1
23,4,3,5,6,5,9,0,0,0
23,3,4,0,5,3,7,0,0,0
23,3,4,1,580,198,19,113,14,576
23,3,4,2,10,8,13,3,0,1
23,4,4,3,5,7,8,0,0,0
23,4,4,4,5,3,7,0,0,0
23,0,4,5,0,0,0,0,0,0
23,3,5,0,7,7,10,1,0,0
23,3,5,1,15,5,7,0,0,3
23,3,5,2,5,0,5,0,0,0
23,2,5,3,174049,56728,3793,33835,6287,157752
23,0,5,4,0,0,0,0,0,0
23,0,5,5,0,0,0,0,0,0
24,1,0,0,114025,41896,1697,24843,4597,123067
24,1,0,1,6,0,4,0,0,0
24,1,0,2,8,7,11,3,0,1
24,0,0,3,0,0,0,0,0,0
24,2,0,4,5,7,8,0,0,0
24,2,0,5,6,5,9,0,0,0
24,1,1,0,16,11,10,0,0,3
24,1,1,1,5,0,5,0,0,0
24,1,1,2,7,13,10,4,0,1
24,0,1,3,0,0,0,0,0,0
24,2,1,4,5,2,8,0,0,0
24,2,1,5,6,11,7,0,0,1
24,3,2,0,11,10,10,2,0,2
24,1,2,1,8,3,9,0,0,0
24,0,2,2,0,0,0,0,0,0
24,4,2,3,7,9,9,4,0,1
24,4,2,4,5,0,5,0,0,0
24,4,2,5,5,7,8,0,0,0
24,3,3,0,8,5,10,1,0,1
24,3,3,1,5,3,7,0,0,0
24,4,3,2,16,12,7,2,0,3
24,4,3,3,211166,68936,5713,41179,7663,177696
24,4,3,4,8,9,9,3,0,1
24,4,3,5,6,5,9,0,0,0
24,3,4,0,5,3,7,0,0,0
24,3,4,1,560,200,16,114,14,596
24,3,4,2,9,9,13,3,0,1
24,4,4,3,5,7,8,0,0,0
24,4,4,4,5,3,7,0,0,0
24,0,4,5,0,0,0,0,0,0
24,3,5,0,7,7,10,1,0,0
24,3,5,1,15,5,7,0,0,3
24,3,5,2,5,0,5,0,0,0
24,2,5,3,165717,57272,2882,34146,6343,166084
24,0,5,4,0,0,0,0,0,0
24,0,5,5,0,0,0,0,0,0
25,1,0,0,111799,41995,1525,24905,4608,125293
25,1,0,1,6,0,4,0,0,0
25,1,0,2,7,8,11,3,0,1
25,0,0,3,0,0,0,0,0,0
25,2,0,4,5,7,8,0,0,0
25,2,0,5,6,5,9,0,0,0
25,1,1,0,16,11,10,0,0,3
25,1,1,1,5,0,5,0,0,0
25,1,1,2,7,13,10,4,0,1
25,0,1,3,0,0,0,0,0,0
25,2,1,4,5,2,8,0,0,0
25,2,1,5,6,11,7,0,0,1
25,3,2,0,11,10,10,2,0,2
25,1,2,1,8,3,9,0,0,0
25,0,2,2,0,0,0,0,0,0
25,4,2,3,7,9,9,4,0,1
25,4,2,4,5,0,5,0,0,0
25,4,2,5,5,7,8,0,0,0
25,3,3,0,8,5,10,1,0,1
25,3,3,1,5,3,7,0,0,0
25,4,3,2,16,12,7,2,0,3
25,4,3,3,208380,69162,5315,41323,7691,180482
25,4,3,4,7,10,9,3,0,1
25,4,3,5,6,5,9,0,0,0
25,3,4,0,5,3,7,0,0,0
25,3,4,1,534,202,13,115,14,622
25,3,4,2,8,10,12,4,0,1
25,4,4,3,5,7,8,0,0,0
25,4,4,4,5,3,7,0,0,0
25,0,4,5,0,0,0,0,0,0
25,3,5,0,7,7,10,1,0,0
25,3,5,1,15,5,7,0,0,3
25,3,5,2,5,0,5,0,0,0
25,2,5,3,164671,57326,2786,34181,6350,167130
25,0,5,4,0,0,0,0,0,0
25,0,5,5,0,0,0,0,0,0
26,1,0,0,110131,42063,1406,24948,4616,126961
26,1,0,1,6,0,4,0,0,0
26,1,0,2,6,9,11,3,0,1
26,0,0,3,0,0,0,0,0,0
26,2,0,4,5,7,8,0,0,0
26,2,0,5,6,5,9,0,0,0
26,1,1,0,16,11,10,0,0,3
26,1,1,1,5,0,5,0,0,0
26,1,1,2,7,13,10,4,0,1
26,0,1,3,0,0,0,0,0,0
26,2,1,4,5,2,8,0,0,0
26,2,1,5,6,12,6,0,0,1
26,3,2,0,11,10,10,2,0,2
26,1,2,1,8,3,9,0,0,0
26,0,2,2,0,0,0,0,0,0
26,4,2,3,7,9,9,4,0,1
26,4,2,4,5,0,5,0,0,0
26,4,2,5,5,8,7,0,0,0
26,3,3,0,8,5,10,1,0,1
26,3,3,1,5,3,7,0,0,0
26,4,3,2,16,12,7,2,0,3
26,4,3,3,203065,69568,4612,41573,7738,185797
26,4,3,4,7,10,9,3,0,1
26,4,3,5,5,6,9,0,0,0
26,3,4,0,5,3,7,0,0,0
26,3,4,1,510,203,11,116,14,646
26,3,4,2,8,10,12,4,0,1
26,4,4,3,5,7,8,0,0,0
26,4,4,4,5,3,7,0,0,0
26,0,4,5,0,0,0,0,0,0
26,3,5,0,7,7,10,1,0,0
26,3,5,1,15,5,7,0,0,3
26,3,5,2,5,0,5,0,0,0
26,2,5,3,157145,57707,2147,34400,6389,174656
26,0,5,4,0,0,0,0,0,0
26,0,5,5,0,0,0,0,0,0
27,1,0,0,109963,42069,1396,24952,4616,127129
27,1,0,1,6,0,4,0,0,0
27,1,0,2,6,9,11,3,0,1
27,0,0,3,0,0,0,0,0,0
27,2,0,4,5,8,7,0,0,0
27,2,0,5,6,5,9,0,0,0
27,1,1,0,16,11,10,0,0,3
27,1,1,1,5,0,5,0,0,0
27,1,1,2,7,13,10,4,0,1
27,0,1,3,0,0,0,0,0,0
27,2,1,4,5,2,8,0,0,0
27,2,1,5,6,12,6,0,0,1
27,3,2,0,11,10,10,2,0,2
27,1,2,1,8,3,9,0,0,0
27,0,2,2,0,0,0,0,0,0
27,4,2,3,7,9,9,4,0,1
27,4,2,4,5,0,5,0,0,0
27,4,2,5,5,8,7,0,0,0
27,3,3,0,8,5,10,1,0,1
27,3,3,1,5,3,7,0,0,0
27,4,3,2,16,12,7,2,0,3
27,4,3,3,198373,69887,4058,41771,7775,190489
27,4,3,4,7,10,9,3,0,1
27,4,3,5,5,6,9,0,0,0
27,3,4,0,5,3,7,0,0,0
27,3,4,1,506,203,11,116,14,650
27,3,4,2,7,11,11,5,0,1
27,4,4,3,5,7,8,0,0,0
27,4,4,4,5,3,7,0,0,0
27,0,4,5,0,0,0,0,0,0
27,3,5,0,7,7,10,1,0,0
27,3,5,1,15,5,7,0,0,3
27,3,5,2,5,0,5,0,0,0
27,2,5,3,150228,57990,1671,34564,6418,181573
27,0,5,4,0,0,0,0,0,0
27,0,5,5,0,0,0,0,0,0
28,1,0,0,109323,42093,1354,24967,4619,127769
28,1,0,1,5,0,5,0,0,0
28,1,0,2,6,9,11,3,0,1
28,0,0,3,0,0,0,0,0,0
28,2,0,4,5,8,7,0,0,0
28,2,0,5,6,5,9,0,0,0
28,1,1,0,16,12,9,0,0,3
28,1,1,1,5,0,5,0,0,0
28,1,1,2,7,13,10,4,0,1
28,0,1,3,0,0,0,0,0,0
28,2,1,4,5,2,8,0,0,0
28,2,1,5,6,12,6,0,0,1
28,3,2,0,11,10,10,2,0,2
28,1,2,1,7,4,9,0,0,0
28,0,2,2,0,0,0,0,0,0
28,4,2,3,7,9,9,4,0,1
28,4,2,4,5,0,5,0,0,0
28,4,2,5,5,8,7,0,0,0
28,3,3,0,8,5,10,1,0,1
28,3,3,1,5,3,7,0,0,0
28,4,3,2,16,12,7,2,0,3
28,4,3,3,193152,70207,3505,41967,7812,195710
28,4,3,4,7,10,9,3,0,1
28,4,3,5,5,6,9,0,0,0
28,3,4,0,5,3,7,0,0,0
28,3,4,1,482,204,10,116,14,674
28,3,4,2,7,12,10,5,0,1
28,4,4,3,5,7,8,0,0,0
28,4,4,4,5,3,7,0,0,0
28,0,4,5,0,0,0,0,0,0
28,3,5,0,7,7,10,1,0,0
28,3,5,1,15,6,6,0,0,3
28,3,5,2,5,0,5,0,0,0
28,2,5,3,148810,58037,1588,34594,6424,182991
28,0,5,4,0,0,0,0,0,0
28,0,5,5,0,0,0,0,0,0
29,1,0,0,104381,42276,1047,25072,4638,132711
29,1,0,1,5,0,5,0,0,0
29,1,0,2,6,9,11,3,0,1
29,0,0,3,0,0,0,0,0,0
29,2,0,4,5,8,7,0,0,0
29,2,0,5,6,5,9,0,0,0
29,1,1,0,16,13,8,0,0,3
29,1,1,1,5,0,5,0,0,0
29,1,1,2,7,13,10,4,0,1
29,0,1,3,0,0,0,0,0,0
29,2,1,4,5,2,8,0,0,0
29,2,1,5,6,12,6,0,0,1
29,3,2,0,11,10,10,2,0,2
29,1,2,1,7,4,9,0,0,0
29,0,2,2,0,0,0,0,0,0
29,4,2,3,7,10,8,4,0,1
29,4,2,4,5,0,5,0,0,0
29,4,2,5,5,8,7,0,0,0
29,3,3,0,8,5,10,1,0,1
29,3,3,1,5,3,7,0,0,0
29,4,3,2,16,12,7,2,0,3
29,4,3,3,191631,70289,3360,42020,7822,197231
29,4,3,4,7,10,9,3,0,1
29,4,3,5,5,6,9,0,0,0
29,3,4,0,5,3,7,0,0,0
29,3,4,1,465,205,9,116,14,691
29,3,4,2,7,12,10,5,0,1
29,4,4,3,5,7,8,0,0,0
29,4,4,4,5,3,7,0,0,0
29,0,4,5,0,0,0,0,0,0
29,3,5,0,7,7,10,1,0,0
29,3,5,1,15,6,6,0,0,3
29,3,5,2,5,0,5,0,0,0
29,2,5,3,144168,58185,1335,34683,6440,187633
29,0,5,4,0,0,0,0,0,0
29,0,5,5,0,0,0,0,0,0
30,1,0,0,103113,42314,981,25096,4642,133979
30,1,0,1,5,0,5,0,0,0
30,1,0,2,6,9,11,3,0,1
30,0,0,3,0,0,0,0,0,0
30,2,0,4,5,8,7,0,0,0
30,2,0,5,5,6,9,0,0,0
30,1,1,0,16,13,8,0,0,3
30,1,1,1,5,0,5,0,0,0
30,1,1,2,7,13,10,4,0,1
30,0,1,3,0,0,0,0,0,0
30,2,1,4,5,2,8,0,0,0
30,2,1,5,6,12,6,0,0,1
30,3,2,0,11,10,10,2,0,2
30,1,2,1,7,4,9,0,0,0
30,0,2,2,0,0,0,0,0,0
30,4,2,3,7,10,8,4,0,1
30,4,2,4,5,0,5,0,0,0
30,4,2,5,5,8,7,0,0,0
30,3,3,0,8,5,10,1,0,1
30,3,3,1,5,3,7,0,0,0
30,4,3,2,16,12,7,2,0,3
30,4,3,3,191325,70305,3332,42030,7824,197537
30,4,3,4,7,10,9,3,0,1
30,4,3,5,5,6,9,0,0,0
30,3,4,0,5,3,7,0,0,0
30,3,4,1,465,205,9,116,14,691
30,3,4,2,7,12,10,5,0,1
30,4,4,3,5,7,8,0,0,0
30,4,4,4,5,3,7,0,0,0
30,0,4,5,0,0,0,0,0,0
30,3,5,0,6,8,10,1,0,0
30,3,5,1,15,6,6,0,0,3
30,3,5,2,5,0,5,0,0,0
30,2,5,3,136969,58384,1003,34796,6460,194832
30,0,5,4,0,0,0,0,0,0
30,0,5,5,0,0,0,0,0,0
31,1,0,0,98732,42439,771,25168,4655,138360
31,1,0,1,5,0,5,0,0,0
31,1,0,2,6,9,11,3,0,1
31,0,0,3,0,0,0,0,0,0
31,2,0,4,5,8,7,0,0,0
31,2,0,5,5,6,9,0,0,0
31,1,1,0,16,13,8,0,0,3
31,1,1,1,5,0,5,0,0,0
31,1,1,2,7,13,10,4,0,1
31,0,1,3,0,0,0,0,0,0
31,2,1,4,5,2,8,0,0,0
31,2,1,5,6,12,6,0,0,1
31,3,2,0,11,11,9,2,0,2
31,1,2,1,7,4,9,0,0,0
31,0,2,2,0,0,0,0,0,0
31,4,2,3,6,11,8,4,0,1
31,4,2,4,5,0,5,0,0,0
31,4,2,5,5,8,7,0,0,0
31,3,3,0,8,5,10,1,0,1
31,3,3,1,5,3,7,0,0,0
31,4,3,2,16,12,7,2,0,3
31,4,3,3,189165,70417,3134,42102,7838,199697
31,4,3,4,6,11,9,3,0,1
31,4,3,5,5,7,8,0,0,0
31,3,4,0,5,4,6,0,0,0
31,3,4,1,449,205,9,116,14,707
31,3,4,2,6,13,10,5,0,1
31,4,4,3,5,7,8,0,0,0
31,4,4,4,5,3,7,0,0,0
31,0,4,5,0,0,0,0,0,0
31,3,5,0,5,9,10,1,0,0
31,3,5,1,15,6,6,0,0,3
31,3,5,2,5,0,5,0,0,0
31,2,5,3,134313,58442,902,34832,6467,197488
31,0,5,4,0,0,0,0,0,0
31,0,5,5,0,0,0,0,0,0
32,1,0,0,96469,42492,680,25200,4661,140623
32,1,0,1,5,0,5,0,0,0
32,1,0,2,6,10,10,3,0,1
32,0,0,3,0,0,0,0,0,0
32,2,0,4,5,8,7,0,0,0
32,2,0,5,5,6,9,0,0,0
32,1,1,0,16,14,7,0,0,3
32,1,1,1,5,0,5,0,0,0
32,1,1,2,6,14,10,4,0,1
32,0,1,3,0,0,0,0,0,0
32,2,1,4,5,2,8,0,0,0
32,2,1,5,6,12,6,0,0,1
32,3,2,0,11,11,9,2,0,2
32,1,2,1,7,4,9,0,0,0
32,0,2,2,0,0,0,0,0,0
32,4,2,3,6,11,8,4,0,1
32,4,2,4,5,0,5,0,0,0
32,4,2,5,5,8,7,0,0,0
32,3,3,0,8,5,10,1,0,1
32,3,3,1,5,3,7,0,0,0
32,4,3,2,16,12,7,2,0,3
32,4,3,3,186195,70564,2876,42195,7856,202667
32,4,3,4,6,11,9,3,0,1
32,4,3,5,5,7,8,0,0,0
32,3,4,0,5,4,6,0,0,0
32,3,4,1,449,205,9,116,14,707
32,3,4,2,6,14,9,5,0,1
32,4,4,3,5,7,8,0,0,0
32,4,4,4,5,3,7,0,0,0
32,0,4,5,0,0,0,0,0,0
32,3,5,0,5,10,9,1,0,0
32,3,5,1,15,6,6,0,0,3
32,3,5,2,5,0,5,0,0,0
32,2,5,3,131790,58492,814,34864,6473,200011
32,0,5,4,0,0,0,0,0,0
32,0,5,5,0,0,0,0,0,0
33,1,0,0,92226,42581,530,25252,4670,144866
33,1,0,1,5,0,5,0,0,0
33,1,0,2,6,10,10,3,0,1
33,0,0,3,0,0,0,0,0,0
33,2,0,4,5,8,7,0,0,0
33,2,0,5,5,7,8,0,0,0
33,1,1,0,16,14,7,0,0,3
33,1,1,1,5,0,5,0,0,0
33,1,1,2,6,14,10,4,0,1
33,0,1,3,0,0,0,0,0,0
33,2,1,4,5,2,8,0,0,0
33,2,1,5,6,12,6,0,0,1
33,3,2,0,11,11,9,2,0,2
33,1,2,1,7,4,9,0,0,0
33,0,2,2,0,0,0,0,0,0
33,4,2,3,6,11,8,4,0,1
33,4,2,4,5,0,5,0,0,0
33,4,2,5,5,8,7,0,0,0
33,3,3,0,8,5,10,1,0,1
33,3,3,1,5,3,7,0,0,0
33,4,3,2,16,12,7,2,0,3
33,4,3,3,185011,70618,2780,42230,7863,203851
33,4,3,4,6,11,9,3,0,1
33,4,3,5,5,7,8,0,0,0
33,3,4,0,5,4,6,0,0,0
33,3,4,1,433,205,9,116,14,723
33,3,4,2,6,14,9,5,0,1
33,4,4,3,5,7,8,0,0,0
33,4,4,4,5,3,7,0,0,0
33,0,4,5,0,0,0,0,0,0
33,3,5,0,5,10,9,1,0,0
33,3,5,1,15,6,6,0,0,3
33,3,5,2,5,0,5,0,0,0
33,2,5,3,126444,58591,647,34922,6483,205357
33,0,5,4,0,0,0,0,0,0
33,0,5,5,0,0,0,0,0,0
34,1,0,0,89391,42629,448,25281,4675,147701
34,1,0,1,5,0,5,0,0,0
34,1,0,2,6,11,9,3,0,1
34,0,0,3,0,0,0,0,0,0
34,2,0,4,5,8,7,0,0,0
34,2,0,5,5,7,8,0,0,0
34,1,1,0,15,14,8,0,0,3
34,1,1,1,5,0,5,0,0,0
34,1,1,2,6,15,9,4,0,1
34,0,1,3,0,0,0,0,0,0
34,2,1,4,5,3,7,0,0,0
34,2,1,5,6,12,6,0,0,1
34,3,2,0,11,12,8,2,0,2
34,1,2,1,7,4,9,0,0,0
34,0,2,2,0,0,0,0,0,0
34,4,2,3,6,11,8,4,0,1
34,4,2,4,5,0,5,0,0,0
34,4,2,5,5,8,7,0,0,0
34,3,3,0,7,6,10,1,0,1
34,3,3,1,5,3,7,0,0,0
34,4,3,2,16,12,7,2,0,3
34,4,3,3,180799,70807,2452,42347,7885,208063
34,4,3,4,6,11,9,3,0,1
34,4,3,5,5,7,8,0,0,0
34,3,4,0,5,4,6,0,0,0
34,3,4,1,414,206,8,116,14,742
34,3,4,2,6,14,9,5,0,1
34,4,4,3,5,7,8,0,0,0
34,4,4,4,5,3,7,0,0,0
34,0,4,5,0,0,0,0,0,0
34,3,5,0,5,10,9,1,0,0
34,3,5,1,15,6,6,0,0,3
34,3,5,2,5,0,5,0,0,0
34,2,5,3,121366,58668,517,34967,6491,210435
34,0,5,4,0,0,0,0,0,0
34,0,5,5,0,0,0,0,0,0
35,1,0,0,88134,42647,416,25293,4677,148958
35,1,0,1,5,0,5,0,0,0
35,1,0,2,6,12,8,3,0,1
35,0,0,3,0,0,0,0,0,0
35,2,0,4,5,8,7,0,0,0
35,2,0,5,5,7,8,0,0,0
35,1,1,0,15,14,8,0,0,3
35,1,1,1,5,0,5,0,0,0
35,1,1,2,6,16,8,4,0,1
35,0,1,3,0,0,0,0,0,0
35,2,1,4,5,3,7,0,0,0
35,2,1,5,6,12,6,0,0,1
35,3,2,0,11,13,7,2,0,2
35,1,2,1,7,4,9,0,0,0
35,0,2,2,0,0,0,0,0,0
35,4,2,3,6,11,8,4,0,1
35,4,2,4,5,0,5,0,0,0
35,4,2,5,5,8,7,0,0,0
35,3,3,0,6,7,10,1,0,1
35,3,3,1,5,3,7,0,0,0
35,4,3,2,15,12,8,2,0,3
35,4,3,3,177029,70960,2186,42442,7903,211833
35,4,3,4,6,11,9,3,0,1
35,4,3,5,5,7,8,0,0,0
35,3,4,0,5,4,6,0,0,0
35,3,4,1,412,206,8,116,14,744
35,3,4,2,6,14,9,5,0,1
35,4,4,3,5,8,7,0,0,0
35,4,4,4,5,3,7,0,0,0
35,0,4,5,0,0,0,0,0,0
35,3,5,0,5,10,9,1,0,0
35,3,5,1,15,6,6,0,0,3
35,3,5,2,5,0,5,0,0,0
35,2,5,3,115680,58740,397,35008,6498,216121
35,0,5,4,0,0,0,0,0,0
35,0,5,5,0,0,0,0,0,0
36,1,0,0,85457,42684,352,25316,4681,151635
36,1,0,1,5,0,5,0,0,0
36,1,0,2,6,12,8,3,0,1
36,0,0,3,0,0,0,0,0,0
36,2,0,4,5,8,7,0,0,0
36,2,0,5,5,7,8,0,0,0
36,1,1,0,15,14,8,0,0,3
36,1,1,1,5,0,5,0,0,0
36,1,1,2,6,16,8,4,0,1
36,0,1,3,0,0,0,0,0,0
36,2,1,4,5,3,7,0,0,0
36,2,1,5,6,12,6,0,0,1
36,3,2,0,11,13,7,2,0,2
36,1,2,1,7,4,9,0,0,0
36,0,2,2,0,0,0,0,0,0
36,4,2,3,6,11,8,4,0,1
36,4,2,4,5,0,5,0,0,0
36,4,2,5,5,8,7,0,0,0
36,3,3,0,6,8,9,1,0,1
36,3,3,1,5,3,7,0,0,0
36,4,3,2,15,12,8,2,0,3
36,4,3,3,174845,71040,2045,42493,7913,214017
36,4,3,4,6,12,8,3,0,1
36,4,3,5,5,7,8,0,0,0
36,3,4,0,5,4,6,0,0,0
36,3,4,1,394,207,7,116,14,762
36,3,4,2,6,14,9,5,0,1
36,4,4,3,5,8,7,0,0,0
36,4,4,4,5,3,7,0,0,0
36,0,4,5,0,0,0,0,0,0
36,3,5,0,5,10,9,1,0,0
36,3,5,1,15,6,6,0,0,3
36,3,5,2,5,0,5,0,0,0
36,2,5,3,115624,58740,397,35008,6498,216177
36,0,5,4,0,0,0,0,0,0
36,0,5,5,0,0,0,0,0,0
37,1,0,0,81965,42727,280,25341,4685,155127
37,1,0,1,5,0,5,0,0,0
37,1,0,2,6,12,8,3,0,1
37,0,0,3,0,0,0,0,0,0
37,2,0,4,5,8,7,0,0,0
37,2,0,5,5,7,8,0,0,0
37,1,1,0,15,14,8,0,0,3
37,1,1,1,5,0,5,0,0,0
37,1,1,2,6,16,8,4,0,1
37,0,1,3,0,0,0,0,0,0
37,2,1,4,5,3,7,0,0,0
37,2,1,5,6,12,6,0,0,1
37,3,2,0,11,13,7,2,0,2
37,1,2,1,7,4,9,0,0,0
37,0,2,2,0,0,0,0,0,0
37,4,2,3,6,11,8,4,0,1
37,4,2,4,5,0,5,0,0,0
37,4,2,5,5,8,7,0,0,0
37,3,3,0,6,8,9,1,0,1
37,3,3,1,5,3,7,0,0,0
37,4,3,2,15,12,8,2,0,3
37,4,3,3,173703,71080,1974,42519,7918,215159
37,4,3,4,6,12,8,3,0,1
37,4,3,5,5,7,8,0,0,0
37,3,4,0,5,4,6,0,0,0
37,3,4,1,394,207,7,116,14,762
37,3,4,2,6,14,9,5,0,1
37,4,4,3,5,8,7,0,0,0
37,4,4,4,5,3,7,0,0,0
37,0,4,5,0,0,0,0,0,0
37,3,5,0,5,10,9,1,0,0
37,3,5,1,15,6,6,0,0,3
37,3,5,2,5,0,5,0,0,0
37,2,5,3,115456,58741,395,35009,6498,216345
37,0,5,4,0,0,0,0,0,0
37,0,5,5,0,0,0,0,0,0
38,1,0,0,80184,42745,249,25352,4687,156908
38,1,0,1,5,0,5,0,0,0
38,1,0,2,6,13,7,3,0,1
38,0,0,3,0,0,0,0,0,0
38,2,0,4,5,8,7,0,0,0
38,2,0,5,5,7,8,0,0,0
38,1,1,0,15,14,8,0,0,3
38,1,1,1,5,0,5,0,0,0
38,1,1,2,6,16,8,4,0,1
38,0,1,3,0,0,0,0,0,0
38,2,1,4,5,3,7,0,0,0
38,2,1,5,6,12,6,0,0,1
38,3,2,0,11,13,7,2,0,2
38,1,2,1,6,5,9,0,0,0
38,0,2,2,0,0,0,0,0,0
38,4,2,3,6,11,8,4,0,1
38,4,2,4,5,0,5,0,0,0
38,4,2,5,5,8,7,0,0,0
38,3,3,0,6,9,8,1,0,1
